class,age,male,female
0,0 to 1,551.58,489.41
1,1 to 5,2202.44,1950.81
10,10 to 15,3180.46,2803.32
15,15 to 20,3504.98,3152.9
20,20 to 25,4049.28,3569.77
25,25 to 30,3967.37,3446.44
30,30 to 35,3878.6,3338.49
35,35 to 40,3353.5,2931.22
40,40 to 45,2972.33,2797.54
45,45 to 50,2660.36,2456.1
5,5 to 10,2959.79,2634.47
50,50 to 55,2426.59,2296.17
55,55 to 60,2077.44,1711.77
60,60 to 65,1335.05,1251.04
65,65 to 70,901.8,883.22
70,70 to 75,622.25,674.35
75,75 to 80,496.57,511.55
80,80 and over,420.42,484.23
